ws,wy,dt,lnb,q.cm,ph.,cnd.us_s,alk.mg_l,sed.mg_l,slc.mg_l,upt.,tdp.,partp.,pop.,utn.,tdm.,don.mg_l,ptn.mg_l,utk,tkn,nhn.mg_l,non.mg_l,sod.mg_l,pot.mg_l,cal.mg_l,mg.mg_l,sos.mg_l,chl.mg_l,doc.mg_l,pvol,anca
GSLOOK,2012,40939.69792,5100,37.59,7.3,25.2,13.21,53.13,6.72,0.031,0.014,0.017,0.011,0.09,0.03,0.01,0.06,,,0.013,0.011,1.74,0.3,2.48,0.74,0.09,0.56,0.99,12.385,1.07
GSLOOK,2012,40960.67014,5112,8.38,7.4,28.6,14.71,0.96,7.47,0.013,0.012,0.001,0.01,0.03,0.03,0.02,0,,,0.007,0.003,1.94,0.36,2.72,0.83,0.09,0.61,0.73,6.911,1.07
GSLOOK,2012,40979.63889,5123,15.89,7.4,28.4,14.54,2.1,7.36,0.015,0.013,0.002,0.011,0.05,0.02,0.01,0.03,,,0.007,0.001,1.9,0.35,2.73,0.84,0.09,0.66,0.69,6.531,1.06
GSLOOK,2012,41002.32639,5135,40.9,7.4,26.9,14.42,32.57,7.01,0.019,0.014,0.005,0.01,0.03,0.02,0.02,0.01,,,0,0,1.79,0.33,2.59,0.76,0.09,0.62,0.87,11.063,1.12
GSLOOK,2012,41023.65625,5146,26.31,7.4,24.9,13.42,7.02,6.66,0.012,0.01,0.002,0.008,0.03,0.03,0.02,0,,,0.004,0.002,1.66,0.34,2.45,0.75,0.08,0.56,0.69,8.319,1.09
GSLOOK,2012,41044.65278,5157,19.76,7.3,24.9,13.33,2.71,6.66,0.012,0.009,0.003,0.007,0.03,0.02,0.02,0.01,,,0.004,0,1.64,0.29,2.37,0.76,0.08,0.54,0.77,6.959,1.11
GSLOOK,2012,41065.64583,5169,8.28,7.4,28.5,14.54,1.26,7.12,0.012,0.01,0.002,0.008,0.03,0.01,0,0.02,,,0.006,0.001,1.8,0.35,2.65,0.85,0.07,0.53,0.83,6.772,1.07
GSLOOK,2012,41087.54514,5180,8.08,7.5,31,15.83,1.01,7.69,0.014,0.011,0.003,0.008,0.03,0.02,0.02,0.01,,,0.001,0,1.99,0.39,2.92,0.93,0.08,0.55,0.82,7.142,1.06
GSLOOK,2012,41108.43056,5191,3.57,7.5,34.3,17.77,0.8,8.33,0.012,0.011,0.001,0.01,0.05,0,0,0.05,,,0.005,0.001,2.19,0.47,3.22,1.02,0.08,0.58,0.95,7.033,1.07
GSLOOK,2012,41128.68403,5202,1.92,7.5,37.3,18.92,0.43,8.96,0.016,0.013,0.003,0.011,0.04,0.03,0.03,0.01,,,0.002,0,2.46,0.53,3.49,1.13,0.07,0.65,1.06,6.766,1.04
GSLOOK,2012,41149.55903,5214,1.32,7.5,39,20.25,0.44,9.23,0.014,0.013,0.001,0.013,0.03,0.02,0.02,0.01,,,0.001,0,2.45,0.55,3.73,1.17,0.07,0.67,1.05,6.746,1.06
GSLOOK,2012,41170.46875,5225,1.02,7.6,39.1,20.62,0.83,9.02,0.014,0.012,0.002,0.012,0.03,0.03,0.03,0,,,0.004,0,2.51,0.52,3.53,1.21,0.08,0.71,0.94,6.769,1.1
GSLOOK,2013,41190.69792,5236,0.86,7.6,39,20.67,0.28,8.99,0.01,0.012,0,0.013,0.04,0.03,0.03,0.01,,,0.005,0,2.54,0.5,3.62,1.23,0.08,0.74,0.89,6.271,1.09
GSLOOK,2013,41212.78125,5247,5.69,7.5,37,19.04,2.08,8.21,0.013,0.009,0.004,0.009,0.07,0.05,0.05,0.02,,,0,0.003,2.33,0.49,3.62,1.16,0.08,0.74,1.36,7.072,1.04
GSLOOK,2013,41232.57639,5258,6.71,7.4,32.1,16.71,0.59,7.67,0.01,0.012,0,0.007,0.04,0.04,0.04,0,,,0.003,0.001,2.09,0.44,3.06,0.97,0.09,0.64,1.14,6.031,1.07
GSLOOK,2013,41255.40625,5269,44.87,7.2,27.4,14.12,49.06,6.84,0.028,0.009,0.019,0.006,0.08,0.07,0.07,0.01,,,0.002,0.001,1.78,0.38,2.64,0.79,0.08,0.54,1.18,11.171,1.07
GSLOOK,2013,41275.68056,5281,11.65,7.4,30.5,15.52,0.74,7.93,0.014,0.014,0,0.011,0.04,0.02,0.02,0.02,,,0.004,0.001,1.94,0.35,2.92,0.89,0.09,0.59,0.73,5.934,1.07
GSLOOK,2013,41297.64236,5292,10.78,7.4,29.8,15.71,7.99,7.78,0.021,0.008,0.013,0.008,0.1,0.02,0.02,0.08,,,0.001,0,1.96,0.35,2.78,0.86,0.1,0.62,0.81,4.377,1.11
GSLOOK,2013,41318.63194,5303,14.45,7.4,28.8,14.83,1.85,7.56,0.013,0.011,0.002,0.011,0.03,0.01,0,0.02,,,0.007,0,1.84,0.33,2.69,0.84,0.09,0.57,0.7,6.221,1.09
GSLOOK,2013,41339.54514,5314,10.45,7.4,29.6,15.5,0.42,7.68,0.011,0.012,0,0.01,0.03,0.02,0.02,0.01,,,0.005,0,1.98,0.35,2.78,0.87,0.09,0.59,0.7,6.19,1.09
GSLOOK,2013,41359.48958,5325,11.14,7.4,28.2,14.83,0.78,7.24,0.011,0.009,0.002,0.009,0.03,0.02,0.02,0.01,,,0.004,0,1.88,0.34,2.68,0.83,0.08,0.58,0.78,5.922,1.09
GSLOOK,2013,41379.69097,5337,15.83,7.4,26.7,13.67,2.42,6.76,0.011,0.008,0.003,0.006,0.05,0.03,0.02,0.02,,,0.008,0,1.71,0.34,2.54,0.79,0.08,0.56,0.85,5.977,1.07
GSLOOK,2013,41402.66667,5348,9.45,7.4,28.2,14.83,1.69,7.09,0.01,0.01,0,0.006,0.04,0.04,0.04,0,,,0.005,0,1.77,0.36,2.64,0.83,0.07,0.53,0.71,6.717,1.1
GSLOOK,2013,41422.67361,5359,5.3,7.4,29.8,15.79,0.84,7.47,0.014,0.012,0.002,0.009,0.08,0.06,0.04,0.02,,,0.016,0.001,1.9,0.41,2.85,0.89,0.08,0.53,0.82,6.413,1.09
GSLOOK,2013,41443.56597,5370,6.12,7.4,31.8,16.83,0.94,7.77,0.014,0.012,0.002,0.008,0.05,0.04,0.03,0.01,,,0.006,0,1.98,0.43,2.98,0.92,0.07,0.56,0.74,6.372,1.11
GSLOOK,2013,41464.69097,5381,2.72,7.5,35.5,18.92,1.88,8.62,0.014,0.011,0.003,0.009,0.05,0.03,0.03,0.02,,,0.003,0,2.27,0.49,3.44,1.07,0.07,0.59,0.98,6.588,1.08
GSLOOK,2013,41485.44792,5392,1.42,7.5,37.9,19.86,1.34,9.11,0.016,0.013,0.003,0.009,0.06,0.04,0.04,0.02,,,0,0,2.38,0.55,3.58,1.12,0.07,0.65,0.88,6.592,1.08
GSLOOK,2013,41506.69792,5404,1.08,7.5,39.2,20.71,2.67,9.2,0.017,0.013,0.004,0.009,0.06,0.04,0.04,0.02,,,0.004,0,2.54,0.56,3.74,1.17,0.07,0.69,0.86,6.502,1.07
GSLOOK,2013,41527.75694,5415,0.97,7.5,40.4,20.62,0.84,9.09,0.016,0.013,0.003,0.011,0.05,0.03,0.03,0.02,,,0.003,0,2.61,0.57,3.76,1.19,0.07,0.72,0.92,6.422,1.06
GSLOOK,2014,41548.61458,5426,5.18,7.5,38.5,19.83,2.98,8.64,0.016,0.012,0.004,0.009,0.06,0.04,0.04,0.02,,,0.001,0,2.52,0.54,3.55,1.14,0.07,0.73,1.28,6.282,1.07
GSLOOK,2014,41570.32292,5437,5.24,7.4,33.2,17.17,1.66,7.88,0.013,0.012,0.001,0.009,0.03,0.03,0.02,0,,,0.007,0,2.12,0.42,3.16,1,0.08,0.66,0.86,6.334,1.07
GSLOOK,2014,41590.57639,5449,3.81,7.4,35.2,18.15,0.43,8.06,0.014,0.012,0.002,0.01,0.05,0.04,0.04,0.01,,,0.002,0,2.27,0.43,3.39,1.05,0.09,0.76,0.95,5.898,1.07
GSLOOK,2014,41613.57639,5460,11.66,7.4,32.1,16.54,1.49,7.49,0.015,0.013,0.002,0.01,0.08,0.05,0.03,0.03,,,0.012,0.005,2.14,0.4,3.08,0.94,0.08,0.71,0.94,6.183,1.06
GSLOOK,2014,41630.67708,5471,4.33,7.4,31.5,16.78,3.56,7.8,0.023,0.013,0.01,0.009,0.11,0.04,0.03,0.07,,,0.01,0.001,2.15,0.36,3.05,0.95,0.09,0.67,0.73,2.562,1.08
GSLOOK,2014,41653.75347,5482,8.79,7.4,31.8,16.44,4.68,7.72,0.024,0.01,0.014,0.008,0.15,0.04,0.03,0.11,,,0.008,0.006,2.1,0.38,2.97,0.93,0.09,0.66,0.95,6.462,1.08
GSLOOK,2014,41674.55208,5493,9.71,7.3,29.9,15.3,0.84,7.53,0.014,0.013,0.001,0.01,0.06,0.06,0.03,0,,,0.01,0.018,1.99,0.36,2.86,0.89,0.08,0.67,0.75,5.82,1.06
GSLOOK,2014,41694.72222,5504,42.17,7.3,25.7,13.17,56.49,6.52,0.045,0.012,0.033,0.009,0.11,0.05,0.03,0.06,,,0.011,0.01,1.69,0.34,2.46,0.72,0.08,0.69,1.08,9.394,1.09
GSLOOK,2014,41716.60764,5515,31.91,7.4,26.6,13.47,6.82,6.8,0.016,0.013,0.003,0.009,0.04,0.03,0.02,0.01,,,0.008,0.006,1.74,0.34,2.58,0.8,0.08,0.6,0.8,8.101,1.05
GSLOOK,2014,41737.65972,5526,17.41,7.4,29.2,15.25,2.27,7.45,0.017,0.014,0.003,0.011,0.02,0.02,0.01,0,,,0.006,0,1.97,0.36,2.83,0.88,0.08,0.6,0.74,8.452,1.06
GSLOOK,2014,41758.59375,5537,13.27,7.4,29.4,15.18,1.04,7.27,0.014,0.012,0.002,0.009,0.04,0.03,0.03,0.01,,,0.003,0,1.86,0.37,2.81,0.88,0.08,0.58,0.72,7.993,1.07
GSLOOK,2014,41779.5,5548,14.04,7.4,28.4,14.95,1.9,7.34,0.014,0.012,0.002,0.01,0.03,0.03,0.03,0,,,0.003,0,1.89,0.38,2.74,0.85,0.08,0.57,0.82,8.146,1.07
GSLOOK,2014,41800.63542,5559,4.78,7.5,33.9,17.5,0.63,8.25,0.014,0.01,0.004,0.009,0.04,0.03,0.03,0.01,,,0.003,0,2.18,0.44,3.24,1.01,0.08,0.61,0.86,8.107,1.06
GSLOOK,2014,41821.27083,5570,2.86,7.5,36.4,18.86,0.79,8.52,0.013,0.012,0.001,0.011,0.02,0.03,0.03,0,,,0.004,0.001,2.35,0.48,3.49,1.09,0.08,0.63,0.9,7.882,1.06
GSLOOK,2014,41842.64583,5581,1.87,7.6,38.1,19.77,0.57,9.01,0.017,0.015,0.002,0.012,0.03,0.03,0.03,0,,,0.005,0,2.47,0.55,3.79,1.18,0.08,0.69,0.75,8.569,1.03
GSLOOK,2014,41863.39583,5592,1.28,7.5,39.7,20.91,0.95,9.07,0.016,0.013,0.003,0.012,0.03,0.04,0.04,0,,,0.003,0,2.65,0.58,3.94,1.21,0.07,0.71,0.83,8.041,1.04
GSLOOK,2014,41884.70833,5603,0.97,7.6,38.9,21.12,0.57,9.03,0.015,0.013,0.002,0.011,0.03,0.03,0.03,0,,,0,0,2.72,0.58,3.96,1.24,0.08,0.76,0.77,8.374,1.04
GSLOOK,2014,41905.4375,5614,0.75,7.5,39.1,21.17,0.74,8.88,0.013,0.013,0,0.011,0.03,0.04,0.03,0,,,0.006,0,2.56,0.55,3.99,1.24,0.08,0.77,0.85,7.852,1.06
GSLOOK,2015,41926.79167,5625,0.84,7.6,40,21.36,0.73,8.81,0.014,0.012,0.002,0.01,0.03,0.04,0.04,0,,,0.003,0,2.61,0.53,4.03,1.25,0.08,0.82,0.85,8.123,1.06
GSLOOK,2015,41947.77083,5636,4.55,7.5,38.6,19.29,1.06,8.27,0.016,0.014,0.002,0.013,0.09,0.08,0.04,0.01,,,0.011,0.025,2.37,0.48,3.74,1.18,0.08,0.81,1.47,7.812,1.04
GSLOOK,2015,41967.73958,5647,13.21,7.4,29.9,15.73,5.49,7.23,0.018,0.014,0.004,0.011,0.09,0.09,0.05,0,,,0.01,0.028,1.9,0.38,3.04,0.96,0.08,0.67,1.18,8.293,1.05
GSLOOK,2015,41989.6875,5658,19.78,7.1,30.4,15.17,7.15,7.23,0.017,0.015,0.002,0.013,0.05,0.07,0.05,0,,,0.007,0.013,1.9,0.37,2.85,0.87,0.08,0.61,0.99,9.241,1.07
GSLOOK,2015,42009.73958,5669,25.21,7.1,26.3,13.9,88.29,6.88,0.054,0.014,0.04,0.013,0.12,0.06,0.04,0.06,,,0.006,0.015,1.86,0.36,2.68,0.8,0.08,0.57,1.13,9.49,1.04
GSLOOK,2015,42031.41667,5680,11.61,7.2,29.2,14.55,3.26,7.38,0.016,0.013,0.003,0.013,0.08,0.06,0.04,0.02,,,0.005,0.016,1.9,0.36,2.84,0.87,0.09,0.59,0.75,7.55,1.03
GSLOOK,2015,42053.57292,5691,10.95,7.4,30.5,15.83,1.49,7.69,0.016,0.013,0.003,0.012,0.05,0.06,0.05,0,,,0.006,0.004,2.02,0.38,3.02,0.92,0.08,0.59,0.95,6.863,1.05
GSLOOK,2015,42073.67708,5702,3.95,7.4,33.5,16.74,2.5,7.99,0.016,0.013,0.003,0.013,0.04,0.03,0.01,0.01,,,0.015,0.001,2.09,0.39,3.21,1,0.09,0.62,0.64,6.453,1.04
GSLOOK,2015,42094.65625,5713,5.92,7.4,32.3,16.44,2.16,7.78,0.015,0.012,0.003,0.013,0.05,0.03,0.01,0.02,,,0.015,0.003,2.15,0.41,3.15,0.97,0.08,0.58,0.85,5.641,1.03
GSLOOK,2015,42115.69792,5724,6.12,7.4,30.4,15.9,0.98,7.42,0.013,0.011,0.002,0.011,0.02,0.03,0.02,0,,,0.005,0.001,2.08,0.4,2.94,0.93,0.08,0.57,0.72,5.639,1.05
GSLOOK,2015,42136.80208,5735,3.66,7.4,33,16.9,1.14,7.9,0.014,0.012,0.002,0.013,0.04,0.02,0.02,0.02,,,0.004,0,2.16,0.42,3.23,0.99,0.08,0.59,0.68,6.457,1.04
GSLOOK,2015,42158.52083,5746,2.62,7.4,36,18.36,1.53,8.27,0.015,0.013,0.002,0.012,0.04,0.04,0.04,0,,,0.005,0,2.28,0.49,3.5,1.08,0.08,0.61,0.83,7.647,1.04
GSLOOK,2015,42179.36458,5757,1.55,7.5,39.1,19.87,1.76,8.81,0.015,0.013,0.002,0.012,0.04,0.04,0.03,0,,,0.006,0,2.51,0.56,3.76,1.15,0.08,0.67,0.88,6.332,1.04
GSLOOK,2015,42199.65625,5768,1.01,7.5,41.3,21.48,1.82,9.31,0.016,0.013,0.003,0.01,0.04,0.03,0.03,0.01,,,0,0,2.63,0.61,3.9,1.21,0.08,0.7,0.95,6.343,1.07
GSLOOK,2015,42219.6875,5779,0.72,7.5,41.6,22.03,1.47,9.28,0.016,0.013,0.003,0.011,0.05,0.03,0.03,0.02,,,0.004,0,2.75,0.58,3.96,1.21,0.08,0.77,0.86,6.062,1.08
GSLOOK,2015,42241.48958,5790,0.61,7.5,42.7,21.8,1.54,9.23,0.017,0.012,0.005,0.01,0.04,0.04,0.04,0,,,0.001,0,2.87,0.61,4.12,1.26,0.07,0.8,1.05,6.546,1.03
GSLOOK,2015,42261.67708,5801,0.63,7.6,42.5,21.72,1.05,8.85,0.017,0.014,0.003,0.012,0.05,0.04,0.04,0.01,,,0.002,0,2.84,0.58,4.11,1.23,0.08,0.85,1.16,5.927,1.04
GSLOOK,2016,42284.375,5812,0.79,7.5,42.8,21.45,1.85,8.78,0.016,0.013,0.003,0.012,0.04,0.04,0.04,0,,,0.002,0,2.81,0.55,4.11,1.26,0.08,0.87,1.11,6.345,1.03
GSLOOK,2016,42304.63542,5823,0.61,7.6,43.2,21.93,2.21,8.78,0.017,0.016,0.001,0.015,0.04,0.04,0.04,0,,,0.003,0,2.84,0.56,4.22,1.3,0.09,0.91,1.06,6.98,1.03
GSLOOK,2016,42326.52083,5834,4.84,7.5,38,18.86,4.55,7.94,0.015,0.011,0.004,0.009,0.1,0.08,0.04,0.02,,,0.017,0.02,2.28,0.48,3.64,1.13,0.09,0.89,1.59,7.803,1.06
GSLOOK,2016,42346.54167,5845,13.16,7.4,30.1,15.23,14.53,7.03,0.024,0.013,0.011,0.011,0.11,0.1,0.05,0.01,,,0.017,0.033,1.91,0.38,2.83,0.87,0.09,0.68,1.31,8.584,1.08
GSLOOK,2016,42367.55208,5856,33.01,7.3,27.3,14.22,8.09,7.14,0.021,0.015,0.006,0.013,0.07,0.07,0.05,0,,,0.015,0.006,1.79,0.35,2.6,0.8,0.09,0.68,1.02,9.598,1.1
GSLOOK,2016,42388.59375,5867,12.09,7.4,30.9,15.86,2.05,7.75,0.019,0.015,0.004,0.013,0.02,0.02,0.01,0,,,0.008,0.003,2.01,0.35,2.84,0.89,0.1,0.7,0.82,6.315,1.1
GSLOOK,2016,42409.71875,5878,22.44,7.3,27.8,14.54,0.9,7.2,0.014,0.013,0.001,0.012,0.06,0.04,0.03,0.02,,,0.008,0.003,1.88,0.34,2.58,0.8,0.09,0.68,0.78,7.663,1.11
GSLOOK,2016,42429.75,5889,16.42,7.4,27.7,14.51,0.94,7,0.013,0.011,0.002,0.011,0.11,0.08,0.07,0.03,,,0.008,0.003,1.8,0.33,2.58,0.81,0.07,0.63,0.66,7.345,1.11
GSLOOK,2016,42452.625,5900,19.77,7.4,28.6,14.87,0.85,7.16,0.014,0.011,0.003,0.011,0.05,0.03,0.02,0.02,,,0.008,0.001,1.92,0.35,2.64,0.83,0.08,0.64,0.82,7.894,1.1
GSLOOK,2016,42472.51042,5911,12.33,7.4,28.2,14.74,0.86,7.04,0.013,0.01,0.003,0.011,0.05,0.04,0.03,0.01,,,0.01,0.001,1.62,0.32,2.6,0.8,0.08,0.63,0.67,7.036,1.16
GSLOOK,2016,42493.63542,5922,8.25,7.4,28.7,15.52,0.76,7.28,0.013,0.01,0.003,0.011,0.01,0.01,0,0,,,0.006,0.001,1.69,0.34,2.77,0.89,0.08,0.62,0.7,7.116,1.13
GSLOOK,2016,42514.57986,5933,3.86,7.4,32.2,17.61,1.1,8.04,0.015,0.011,0.004,0.011,0.04,0.02,0.01,0.02,,,0.006,0,2.07,0.43,2.98,0.99,0.08,0.62,0.78,7.15,1.13
GSLOOK,2016,42535.53819,5944,2.52,7.6,35.8,18.88,0.84,8.5,0.016,0.014,0.002,0.013,0.04,0.03,0.03,0.01,,,0.005,0,2.22,0.45,3.23,1.08,0.08,0.64,0.79,7.08,1.12
GSLOOK,2016,42556.66667,5955,1.72,7.7,38,19.85,1.05,8.81,0.016,0.015,0.001,0.012,0.03,0.04,0.04,0,,,0.005,0,2.32,0.51,3.66,1.19,0.08,0.65,0.76,6.94,1.07
GSLOOK,2016,42577.55556,5966,1.52,7.8,37.4,20.79,0.94,8.57,0.014,0.011,0.003,0.013,0.03,0.05,0.04,0,,,0.011,0,2.49,0.52,3.74,1.18,0.08,0.67,0.81,6.94,1.08
GSLOOK,2016,42598.56597,5977,0.92,7.6,40.8,20.93,3.24,9.02,0.015,0.014,0.001,0.012,0.04,0.04,0.04,0,,,0.004,0,2.62,0.57,3.9,1.21,0.08,0.75,0.87,6.88,1.05
GSLOOK,2016,42619.62847,5988,0.73,7.6,41.9,21.26,1.19,8.73,0.014,0.011,0.003,0.011,0.04,0.05,0.05,0,,,0.004,0.001,2.72,0.56,3.95,1.24,0.08,0.82,1,6.79,1.05
GSLOOK,2016,42640.47917,5999,0.79,7.8,42.2,21.02,0.98,8.46,0.016,0.015,0.001,0.013,0.05,0.04,0.03,0.01,,,0.006,0.001,2.66,0.54,3.95,1.25,0.09,0.85,0.77,6.51,1.05
GSLOOK,2017,42661.67708,6010,5.51,7.7,37.5,19.16,3.36,8.18,0.022,0.017,0.005,0.016,0.08,0.07,0.04,0.01,,,0.019,0.007,2.45,0.5,3.71,1.17,0.09,0.83,1.46,6.97,1.03
GSLOOK,2017,42683.69444,6021,11.56,7.4,34.3,17,1.42,7.73,0.014,0.015,0,0.014,0.05,0.06,0.05,0,,,0.006,0.003,2.07,0.41,3.23,0.99,0.08,0.67,1.06,8.74,1.06
GSLOOK,2017,42703.79861,6032,10.16,7.4,34.6,17.47,0.79,7.87,0.014,0.011,0.003,0.013,0.03,0.03,0.01,0,,,0.014,0.003,2.15,0.4,3.33,1.03,0.08,0.65,1.01,7.95,1.05
GSLOOK,2017,42724.69097,6043,16.21,7.5,32,16.1,2.77,7.95,0.016,0.015,0.001,0.015,0.03,0.03,0.02,0,,,0.007,0.002,2.16,0.37,3.14,0.94,0.09,0.65,0.84,8.23,1.03
GSLOOK,2017,42747.43403,6054,13.71,8.1,31.2,15.59,2.2,7.84,0.016,0.014,0.002,0.015,0.03,0.04,0.03,0,,,0.005,0.01,2.03,0.36,2.97,0.9,0.09,0.68,0.68,6.3,1.06
GSLOOK,2017,42766.65972,6065,10.79,7.5,31.6,16.15,2.21,7.64,0.017,0.015,0.002,0.016,0.03,0.03,0.02,0,,,0.004,0.009,2.08,0.36,2.97,0.91,0.09,0.68,0.7,6.99,1.08
GSLOOK,2017,42787.69444,6076,26.1,7.5,27.8,14.41,6.64,6.97,0.019,0.015,0.004,0.014,0.06,0.04,0.02,0.02,,,0.007,0.014,1.88,0.35,2.7,0.82,0.09,0.61,0.83,8.81,1.07
GSLOOK,2017,42808.70139,6087,25.87,7.4,28.2,14.26,17.31,6.94,0.024,0.015,0.009,0.015,0.04,0.03,0.01,0.01,,,0.007,0.01,1.84,0.35,2.69,0.79,0.09,0.59,0.77,9.49,1.07
GSLOOK,2017,42829.61458,6098,30.92,7.3,21.7,10.35,1.27,5.38,0.008,0.005,0.003,0.006,0.08,0.07,0.02,0.01,,,0.004,0.049,1.25,0.25,2.02,0.72,0.08,0.52,0.68,8.75,1.04
GSLOOK,2017,42850.71528,6109,15.1,7.5,28.8,14.08,1.2,7.09,0.012,0.012,0,0.013,0.02,0.03,0.02,0,,,0.006,0.003,1.79,0.36,2.69,0.85,0.08,0.56,0.63,8.74,1.04
GSLOOK,2017,42871.72222,6120,18.76,7.3,26.5,13.17,1.31,6.65,0.013,0.011,0.002,0.011,0.04,0.04,0.02,0,,,0.012,0.005,1.7,0.32,2.48,0.77,0.08,0.54,0.73,8.35,1.05
GSLOOK,2017,42892.68403,6131,10.55,7.4,28,13.92,0.92,6.86,0.011,0.011,0,0.01,0.03,0.03,0.01,0,,,0.019,0,1.73,0.37,2.7,0.83,0.08,0.55,0.62,8.73,1.04
GSLOOK,2017,42913.51389,6142,4,7.4,33.9,16.57,1.41,8.01,0.013,0.013,0,0.012,0.03,0.03,0.02,0,,,0.011,0,2.03,0.46,3.25,1.01,0.08,0.67,0.84,8.36,1.03
GSLOOK,2017,42934.8125,6153,2.01,7.5,38.1,19.64,0.9,9,0.014,0.012,0.002,0.011,0.02,0.03,0.02,0,,,0.006,0,2.31,0.51,3.67,1.14,0.08,0.63,0.77,8.83,1.06
GSLOOK,2017,42955.55903,6164,1.26,7.5,40,20.69,0.86,9.66,0.015,0.013,0.002,0.012,0.04,0.04,0.03,0,,,0.007,0,2.55,0.58,3.85,1.2,0.08,0.7,0.8,8.32,1.05
GSLOOK,2017,42976.69444,6175,0.93,7.4,41.2,21.01,0.95,9.79,0.016,0.012,0.004,0.013,0.04,0.03,0.02,0.01,,,0.007,0.001,2.61,0.58,3.8,1.2,0.08,0.71,0.84,8.48,1.07
GSLOOK,2017,42997.61806,6186,0.98,7.5,42.2,21.51,0.83,9.01,0.016,0.015,0.001,0.015,0.03,0.04,0.03,0,,,0.005,0.001,2.62,0.57,4.05,1.26,0.08,0.78,1.04,8.31,1.05
GSLOOK,2018,43018.74653,6197,2.33,7.4,40.4,19.87,0.74,8.3,0.015,0.011,0.004,0.01,0.05,0.03,0.02,0.02,,,0.01,0.001,2.35,0.48,3.8,1.16,0.09,0.83,0.99,8.05,1.07
GSLOOK,2018,43039.68056,6208,12.32,7.2,31.3,16.82,13.93,7.23,0.024,0.012,0.012,0.011,0.08,0.05,0.03,0.03,,,0.012,0.008,1.99,0.41,3.15,0.97,0.08,0.7,1.3,8.6,1.08
GSLOOK,2018,43059.62153,6219,11.02,7.3,30.4,16.27,1.24,7.41,0.017,0.014,0.003,0.014,0.04,0.04,0.03,0,,,0.011,0.001,2.02,0.4,3.06,0.93,0.09,0.67,1.03,7.54,1.07
GSLOOK,2018,43081.75694,6230,20.17,7.4,,15.42,2.73,7.5,0.015,0.012,0.003,0.011,0.05,0.03,0.02,0.02,,,0.011,0.002,1.88,0.36,2.83,0.88,0.08,0.6,0.75,8.87,1.08
GSLOOK,2018,43102.63889,6241,7.5,7.4,,16.94,1.25,8.06,0.014,0.013,0.001,0.012,0.04,0.02,0.01,0.02,,,0.012,0,2.07,0.38,3.17,0.96,0.09,0.61,0.68,7.54,1.07
GSLOOK,2018,43123.78819,6252,12.34,7.3,,16.31,1.23,7.63,0.017,0.013,0.004,0.012,0.03,0.03,0.02,0,,,0.01,0.003,1.99,0.36,2.97,0.85,0.09,0.58,0.77,8.08,1.11
GSLOOK,2018,43144.68056,6263,19.42,7.3,,15.41,1.5,7.34,0.016,0.013,0.003,0.012,0.04,0.06,0.04,0,,,0.015,0.001,1.82,0.35,2.61,0.85,0.08,0.56,0.76,7.57,1.14
GSLOOK,2018,43164.67014,6274,6.94,7.3,,16.2,1.57,7.73,0.016,0.013,0.003,0.014,0.03,0.02,0.01,0.01,,,0.008,0,1.96,0.35,3.04,0.92,0.09,0.6,0.65,7.04,1.08
GSLOOK,2018,43186.65972,6285,14.14,7.3,,15.89,1.21,8.07,0.017,0.013,0.004,0.015,0.03,0.04,0.02,0,,,0.017,0.001,2.02,0.35,2.9,0.88,0.09,0.59,0.73,8.15,1.08
GSLOOK,2018,43207.62847,6296,18.75,7.3,,14.73,1.43,7.33,0.013,0.011,0.002,0.012,0.03,0.03,0.01,0,,,0.016,0.001,1.82,0.35,2.74,0.83,0.09,0.56,0.76,7.76,1.08
GSLOOK,2018,43228.61806,6307,12.13,7.3,,14.67,1.05,7.15,0.014,0.012,0.002,0.011,0.04,0.04,0.02,0,,,0.019,0.004,1.79,0.36,3.15,0.85,0.08,0.54,0.63,7.86,1
GSLOOK,2018,43249.73264,6318,4.29,7.3,,16.74,0.4,7.99,0.013,0.012,0.001,0.011,0.03,0.02,0.01,0.01,,,0.007,0,2.05,0.43,3.2,0.99,0.08,0.59,0.76,7.74,1.04
GSLOOK,2018,43270.42708,6329,2.21,7.3,,18.93,0.73,8.62,0.015,0.014,0.001,0.013,0.03,0.05,0.04,0,,,0.011,0.001,2.22,0.48,3.5,1.11,0.08,0.64,0.73,7.51,1.07
GSLOOK,2018,43293.28472,6340,1.75,7.5,,20.14,0.67,9.28,0.015,0.013,0.002,0.013,0.05,0.03,0.03,0.02,,,0.004,0.001,2.47,0.55,3.8,1.19,0.08,0.63,0.99,8.31,1.04
GSLOOK,2018,43312.62847,6351,0.93,7.4,,21.02,0.97,9.63,0.015,0.014,0.001,0.012,0.03,0.03,0.02,0,,,0.006,0.001,2.63,0.57,4,1.23,0.08,0.7,0.88,7.05,1.04
GSLOOK,2018,43333.54861,6362,0.76,7.4,,21.72,0.59,10.02,0.017,0.012,0.005,0.012,0.08,0.03,0.02,0.05,,,0.008,0,2.7,0.61,3.98,1.25,0.08,0.72,0.93,7.51,1.06
GSLOOK,2018,43354.40972,6373,0.63,7.5,,21.43,0.5,9.37,0.014,0.013,0.001,0.012,0.06,0.04,0.03,0.02,,,0.008,0.002,2.61,0.54,3.89,1.25,0.08,0.76,0.73,7.21,1.07
GSLOOK,2019,43375.65972,6384,0.63,7.4,,20.95,0.67,9.21,0.017,0.015,0.002,0.013,0.04,0.03,0.03,0.01,,,0,0,2.61,0.53,3.92,1.26,0.08,0.83,0.83,7.49,1.05
